IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
156090092,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,19:00,PARK,NONE,SCOTT ST / TURK ST,-122.437075560735,37.7798680003913,"(37.7798680003913, -122.437075560735)",15609009206244
156088207,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,19:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15608820706244
156087663,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,04/11/2015,19:00,SOUTHERN,NONE,FOLSOM ST / 4TH ST,-122.401161555602,37.7820238478975,"(37.7820238478975, -122.401161555602)",15608766306224
150317634,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,04/11/2015,19:00,MISSION,NONE,2600 Block of 18TH ST,-122.408686198578,37.7619007350286,"(37.7619007350286, -122.408686198578)",15031763468020
150318955,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,04/11/2015,19:00,SOUTHERN,NONE,12TH ST / KISSLING ST,-122.416185338744,37.771411026194,"(37.771411026194, -122.416185338744)",15031895507021
150324394,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,04/11/2015,18:48,TENDERLOIN,NONE,MCALLISTER ST / LEAVENWORTH ST,-122.413679376888,37.7809258336852,"(37.7809258336852, -122.413679376888)",15032439407021
150324394,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,04/11/2015,18:48,TENDERLOIN,NONE,MCALLISTER ST / LEAVENWORTH ST,-122.413679376888,37.7809258336852,"(37.7809258336852, -122.413679376888)",15032439465016
150324394,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,04/11/2015,18:48,TENDERLOIN,NONE,MCALLISTER ST / LEAVENWORTH ST,-122.413679376888,37.7809258336852,"(37.7809258336852, -122.413679376888)",15032439465010
150324394,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,04/11/2015,18:48,TENDERLOIN,NONE,MCALLISTER ST / LEAVENWORTH ST,-122.413679376888,37.7809258336852,"(37.7809258336852, -122.413679376888)",15032439407020
150328471,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,04/11/2015,18:30,INGLESIDE,NONE,4000 Block of MISSION ST,-122.4279300515,37.7322144934669,"(37.7322144934669, -122.4279300515)",15032847164070
150322019,OTHER OFFENSES,FALSE PERSONATION,Saturday,04/11/2015,18:30,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40387577729,37.7748933799863,"(37.7748933799863, -122.40387577729)",15032201909027
150317195,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,04/11/2015,18:29,BAYVIEW,"ARREST, BOOKED",PHELPS ST / VESTA ST,-122.399869327872,37.7302928366764,"(37.7302928366764, -122.399869327872)",15031719565016
150317214,ASSAULT,"RESISTING PEACE OFFICER, CAUSING THEIR SERIOUS INJURY OR DEATH",Saturday,04/11/2015,18:20,SOUTHERN,JUVENILE BOOKED,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15031721427172
150317214,OTHER OFFENSES,RESISTING ARREST,Saturday,04/11/2015,18:20,SOUTHERN,JUVENILE BOOKED,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15031721427170
150317214,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,04/11/2015,18:20,SOUTHERN,JUVENILE BOOKED,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15031721411012
156088144,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,04/11/2015,18:15,NORTHERN,NONE,HICKORY ST / FRANKLIN ST,-122.421054311722,37.7756938836734,"(37.7756938836734, -122.421054311722)",15608814406224
150317236,NON-CRIMINAL,FOUND PROPERTY,Saturday,04/11/2015,18:12,CENTRAL,NONE,SUTTER ST / STOCKTON ST,-122.406958660602,37.789434763004,"(37.789434763004, -122.406958660602)",15031723672000
150317151,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,04/11/2015,18:12,SOUTHERN,"ARREST, BOOKED",6TH ST / HOWARD ST,-122.407163046954,37.7797376338991,"(37.7797376338991, -122.407163046954)",15031715165016
156088122,NON-CRIMINAL,LOST PROPERTY,Saturday,04/11/2015,18:11,NORTHERN,NONE,SACRAMENTO ST / STEINER ST,-122.435675643181,37.7896288281988,"(37.7896288281988, -122.435675643181)",15608812271000
150317941,WARRANTS,WARRANT ARREST,Saturday,04/11/2015,18:00,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.7867342184983,"(37.7867342184983, -122.405895369887)",15031794163010
150317678,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,04/11/2015,18:00,CENTRAL,NONE,400 Block of CALIFORNIA ST,-122.401553026249,37.7930615497479,"(37.7930615497479, -122.401553026249)",15031767828160
150319044,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,04/11/2015,18:00,TARAVAL,NONE,3200 Block of VICENTE ST,-122.501692618292,37.7382227081319,"(37.7382227081319, -122.501692618292)",15031904428160
150318701,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,04/11/2015,18:00,PARK,NONE,1200 Block of COLE ST,-122.449431673474,37.7628442692594,"(37.7628442692594, -122.449431673474)",15031870105073
150374173,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,04/11/2015,18:00,RICHMOND,NONE,400 Block of 31ST AV,-122.491300789427,37.7807392349426,"(37.7807392349426, -122.491300789427)",15037417361030
156088417,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,18:00,PARK,NONE,SCOTT ST / TURK ST,-122.437075560735,37.7798680003913,"(37.7798680003913, -122.437075560735)",15608841706244
150317941,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,04/11/2015,18:00,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.7867342184983,"(37.7867342184983, -122.405895369887)",15031794106363
156088166,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,17:44,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15608816606244
150351905,OTHER OFFENSES,"MONEY, PROPERTY OR LABOR, FRAUDULENTLY OBTAINING",Saturday,04/11/2015,17:43,BAYVIEW,NONE,SAN BRUNO AV / SILVER AV,-122.405610268222,37.732438864982,"(37.732438864982, -122.405610268222)",15035190509031
150318284,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,04/11/2015,17:30,TARAVAL,NONE,22ND AV / IRVING ST,-122.480338219236,37.7634201553007,"(37.7634201553007, -122.480338219236)",15031828428160
150317173,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,04/11/2015,17:30,SOUTHERN,NONE,MARKET ST / 3RD ST,-122.403434086745,37.78764305018,"(37.78764305018, -122.403434086745)",15031717306112
156091636,NON-CRIMINAL,LOST PROPERTY,Saturday,04/11/2015,17:30,CENTRAL,NONE,1000 Block of COLUMBUS AV,-122.415115800125,37.8037807941664,"(37.8037807941664, -122.415115800125)",15609163671000
156091608,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,17:30,CENTRAL,NONE,BEACH ST / JONES ST,-122.417265053145,37.807073051215,"(37.807073051215, -122.417265053145)",15609160806244
150318096,MISSING PERSON,MISSING JUVENILE,Saturday,04/11/2015,17:25,BAYVIEW,UNFOUNDED,1400 Block of PHELPS ST,-122.394438859914,37.7364438996732,"(37.7364438996732, -122.394438859914)",15031809674010
150318096,MISSING PERSON,FOUND PERSON,Saturday,04/11/2015,17:25,BAYVIEW,UNFOUNDED,1400 Block of PHELPS ST,-122.394438859914,37.7364438996732,"(37.7364438996732, -122.394438859914)",15031809675000
150318080,MISSING PERSON,FOUND PERSON,Saturday,04/11/2015,17:17,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.394438859914,37.7364438996732,"(37.7364438996732, -122.394438859914)",15031808075000
150318080,MISSING PERSON,MISSING JUVENILE,Saturday,04/11/2015,17:17,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.394438859914,37.7364438996732,"(37.7364438996732, -122.394438859914)",15031808074010
150318080,SECONDARY CODES,JUVENILE INVOLVED,Saturday,04/11/2015,17:17,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.394438859914,37.7364438996732,"(37.7364438996732, -122.394438859914)",15031808015500
156096222,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,17:15,TENDERLOIN,NONE,400 Block of LEAVENWORTH ST,-122.414593831954,37.7851199839553,"(37.7851199839553, -122.414593831954)",15609622206244
150317082,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Saturday,04/11/2015,17:15,NORTHERN,"ARREST, BOOKED",SOUTH VAN NESS AV / MARKET ST,-122.419257894814,37.7751462916539,"(37.7751462916539, -122.419257894814)",15031708203013
150317082,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,04/11/2015,17:15,NORTHERN,"ARREST, BOOKED",SOUTH VAN NESS AV / MARKET ST,-122.419257894814,37.7751462916539,"(37.7751462916539, -122.419257894814)",15031708204013
150317082,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,04/11/2015,17:15,NORTHERN,"ARREST, BOOKED",SOUTH VAN NESS AV / MARKET ST,-122.419257894814,37.7751462916539,"(37.7751462916539, -122.419257894814)",15031708204014
150316993,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,04/11/2015,17:12,SOUTHERN,NONE,700 Block of MISSION ST,-122.403070000847,37.7852686309087,"(37.7852686309087, -122.403070000847)",15031699364085
150317048,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,04/11/2015,17:10,BAYVIEW,NONE,3900 Block of 3RD ST,-122.388475895424,37.7415220401097,"(37.7415220401097, -122.388475895424)",15031704864020
150316987,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,04/11/2015,17:10,BAYVIEW,"ARREST, BOOKED",1000 Block of MISSISSIPPI ST,-122.39359778076,37.7529765409527,"(37.7529765409527, -122.39359778076)",15031698765016
156086621,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,17:00,CENTRAL,NONE,VANNESS AV / NORTHPOINT ST,-122.425300930134,37.8050769933248,"(37.8050769933248, -122.425300930134)",15608662106244
156090600,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,04/11/2015,17:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",15609060006224
156088382,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,04/11/2015,17:00,SOUTHERN,NONE,0 Block of BLUXOME ST,-122.396829271959,37.7767640297712,"(37.7767640297712, -122.396829271959)",15608838206374
150357066,OTHER OFFENSES,FALSE PERSONATION,Saturday,04/11/2015,17:00,TARAVAL,NONE,2000 Block of 47TH AV,-122.506220587467,37.7482325736006,"(37.7482325736006, -122.506220587467)",15035706609027
150317101,NON-CRIMINAL,FIRE REPORT,Saturday,04/11/2015,17:00,PARK,NONE,1700 Block of MCALLISTER ST,-122.440879521853,37.7775321935218,"(37.7775321935218, -122.440879521853)",15031710168000
150323675,MISSING PERSON,MISSING ADULT,Saturday,04/11/2015,17:00,TARAVAL,NONE,300 Block of ARBALLO DR,-122.483106168758,37.7201245877973,"(37.7201245877973, -122.483106168758)",15032367574000
150317612,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,04/11/2015,16:50,SOUTHERN,NONE,10TH ST / HOWARD ST,-122.414370627495,37.7740418385041,"(37.7740418385041, -122.414370627495)",15031761209320
150316921,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Saturday,04/11/2015,16:49,MISSION,"ARREST, BOOKED",19TH ST / CASTRO ST,-122.434853955762,37.7592887891683,"(37.7592887891683, -122.434853955762)",15031692164001
150316921,OTHER OFFENSES,RESISTING ARREST,Saturday,04/11/2015,16:49,MISSION,"ARREST, BOOKED",19TH ST / CASTRO ST,-122.434853955762,37.7592887891683,"(37.7592887891683, -122.434853955762)",15031692127170
156087607,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,16:45,SOUTHERN,NONE,HOWARD ST / 10TH ST,-122.414370627495,37.7740418385041,"(37.7740418385041, -122.414370627495)",15608760706244
156123546,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,16:45,INGLESIDE,NONE,1500 Block of GENEVA AV,-122.427966288266,37.7118229386046,"(37.7118229386046, -122.427966288266)",15612354606244
150316880,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,04/11/2015,16:41,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046,"(37.7799444052046, -122.414317857881)",15031688030200
150316880,OTHER OFFENSES,RESISTING ARREST,Saturday,04/11/2015,16:41,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046,"(37.7799444052046, -122.414317857881)",15031688027170
150316880,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,04/11/2015,16:41,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046,"(37.7799444052046, -122.414317857881)",15031688016710
150317026,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,16:40,RICHMOND,NONE,4600 Block of GEARY BL,-122.46909677255,37.7806744413446,"(37.7806744413446, -122.46909677255)",15031702606244
150317515,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,16:40,NORTHERN,NONE,100 Block of GOUGH ST,-122.422527024367,37.7743290801717,"(37.7743290801717, -122.422527024367)",15031751506244
156087710,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,04/11/2015,16:30,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.388379873919,37.7833104067015,"(37.7833104067015, -122.388379873919)",15608771006372
156088495,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,16:30,PARK,NONE,1000 Block of CLAYTON ST,-122.447173968056,37.7639545552923,"(37.7639545552923, -122.447173968056)",15608849506244
156088354,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,16:30,TARAVAL,NONE,JUDAH ST / 15TH AV,-122.472660952812,37.7618897349525,"(37.7618897349525, -122.472660952812)",15608835406244
156090650,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,04/11/2015,16:30,RICHMOND,NONE,600 Block of 15TH AV,-122.473698340013,37.7758392057678,"(37.7758392057678, -122.473698340013)",15609065028150
150317010,TRESPASS,TRESPASSING,Saturday,04/11/2015,16:27,RICHMOND,NONE,400 Block of LOCUST ST,-122.451781767894,37.7870853907529,"(37.7870853907529, -122.451781767894)",15031701027195
150316937,ASSAULT,BATTERY,Saturday,04/11/2015,16:25,SOUTHERN,NONE,1200 Block of FOLSOM ST,-122.410802477808,37.7743299153836,"(37.7743299153836, -122.410802477808)",15031693704134
150323631,ASSAULT,BATTERY,Saturday,04/11/2015,16:15,CENTRAL,NONE,GEARY ST / STOCKTON ST,-122.406592269796,37.7875673013055,"(37.7875673013055, -122.406592269796)",15032363104134
150323631,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Saturday,04/11/2015,16:15,CENTRAL,NONE,GEARY ST / STOCKTON ST,-122.406592269796,37.7875673013055,"(37.7875673013055, -122.406592269796)",15032363103474
156087679,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,04/11/2015,16:15,SOUTHERN,NONE,3RD ST / HOWARD ST,-122.400473580152,37.7850290611875,"(37.7850290611875, -122.400473580152)",15608767906372
150316868,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,04/11/2015,16:09,SOUTHERN,NONE,700 Block of MISSION ST,-122.403070000847,37.7852686309087,"(37.7852686309087, -122.403070000847)",15031686864085
150316777,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,04/11/2015,16:05,SOUTHERN,"ARREST, BOOKED",6TH ST / STEVENSON ST,-122.409696355558,37.7817540588712,"(37.7817540588712, -122.409696355558)",15031677765010
150316802,ASSAULT,THREATS AGAINST LIFE,Saturday,04/11/2015,16:03,TENDERLOIN,NONE,LEAVENWORTH ST / EDDY ST,-122.414242955907,37.7837240254478,"(37.7837240254478, -122.414242955907)",15031680219057
150316802,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,04/11/2015,16:03,TENDERLOIN,NONE,LEAVENWORTH ST / EDDY ST,-122.414242955907,37.7837240254478,"(37.7837240254478, -122.414242955907)",15031680204013
156097941,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,04/11/2015,16:00,SOUTHERN,NONE,700 Block of 3RD ST,-122.392237353343,37.7785204661785,"(37.7785204661785, -122.392237353343)",15609794106374
150317117,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,04/11/2015,16:00,SOUTHERN,NONE,10TH ST / HARRISON ST,-122.411279189969,37.7715785765043,"(37.7715785765043, -122.411279189969)",15031711706243
150314975,MISSING PERSON,FOUND PERSON,Saturday,04/11/2015,16:00,CENTRAL,NONE,900 Block of COLUMBUS AV,-122.414354301151,37.8031089840376,"(37.8031089840376, -122.414354301151)",15031497575000
150318165,MISSING PERSON,MISSING JUVENILE,Saturday,04/11/2015,16:00,INGLESIDE,NONE,100 Block of PERSIA AV,-122.434764286692,37.7226161363136,"(37.7226161363136, -122.434764286692)",15031816574010
156088150,NON-CRIMINAL,LOST PROPERTY,Saturday,04/11/2015,15:45,NORTHERN,NONE,FRANKLIN ST / EDDY ST,-122.422467251653,37.7826837258796,"(37.7826837258796, -122.422467251653)",15608815071000
150317123,NON-CRIMINAL,FOUND PROPERTY,Saturday,04/11/2015,15:36,SOUTHERN,NONE,100 Block of 3RD ST,-122.401692264348,37.7860646749873,"(37.7860646749873, -122.401692264348)",15031712372000
150317377,LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,04/11/2015,15:30,CENTRAL,NONE,0 Block of CAMPTON PL,-122.406092233116,37.7891339284094,"(37.7891339284094, -122.406092233116)",15031737706314
150324059,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,04/11/2015,15:30,CENTRAL,NONE,POST ST / MASON ST,-122.410059855891,37.7880825340178,"(37.7880825340178, -122.410059855891)",15032405907021
150324059,VEHICLE THEFT,STOLEN TRUCK,Saturday,04/11/2015,15:30,CENTRAL,NONE,POST ST / MASON ST,-122.410059855891,37.7880825340178,"(37.7880825340178, -122.410059855891)",15032405907025
150319458,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,04/11/2015,15:30,PARK,NONE,7TH AV / KIRKHAM ST,-122.463912591086,37.7604041413927,"(37.7604041413927, -122.463912591086)",15031945807021
156088116,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,15:30,NORTHERN,NONE,GEARY BL / LAGUNA ST,-122.427991151911,37.7849531241612,"(37.7849531241612, -122.427991151911)",15608811606244
150316761,ASSAULT,BATTERY,Saturday,04/11/2015,15:30,TENDERLOIN,NONE,EDDY ST / HYDE ST,-122.415885065788,37.7835160564153,"(37.7835160564153, -122.415885065788)",15031676104134
156087691,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,15:23,SOUTHERN,NONE,1100 Block of MISSION ST,-122.411723778126,37.7786674439132,"(37.7786674439132, -122.411723778126)",15608769106244
150316733,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Saturday,04/11/2015,15:20,NORTHERN,NONE,1800 Block of UNION ST,-122.429741294345,37.7977645712284,"(37.7977645712284, -122.429741294345)",15031673306364
150316799,WARRANTS,WARRANT ARREST,Saturday,04/11/2015,15:15,CENTRAL,"ARREST, BOOKED",400 Block of JEFFERSON ST,-122.419919493342,37.8076403511907,"(37.8076403511907, -122.419919493342)",15031679963010
156093046,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,04/11/2015,15:00,RICHMOND,NONE,300 Block of LOCUST ST,-122.452102743931,37.7879773540533,"(37.7879773540533, -122.452102743931)",15609304628150
156086881,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,04/11/2015,15:00,TARAVAL,NONE,3200 Block of 20TH AV,-122.475647460786,37.7285280627465,"(37.7285280627465, -122.475647460786)",15608688106372
156088138,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,15:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15608813806244
159002537,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,04/11/2015,15:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15900253709320
150316830,NON-CRIMINAL,"AIDED CASE, DOG BITE",Saturday,04/11/2015,15:00,PARK,"ARREST, BOOKED",1200 Block of HAIGHT ST,-122.442678874433,37.7706061352855,"(37.7706061352855, -122.442678874433)",15031683064010
150316971,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,15:00,NORTHERN,NONE,3400 Block of BAKER ST,-122.44688679048,37.8028187554402,"(37.8028187554402, -122.44688679048)",15031697106244
150316830,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,04/11/2015,15:00,PARK,"ARREST, BOOKED",1200 Block of HAIGHT ST,-122.442678874433,37.7706061352855,"(37.7706061352855, -122.442678874433)",15031683030200
150325671,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,04/11/2015,15:00,NORTHERN,NONE,1800 Block of CHESTNUT ST,-122.4337848137,37.8010749308469,"(37.8010749308469, -122.4337848137)",15032567107021
150316755,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,04/11/2015,15:00,NORTHERN,NONE,GOUGH ST / FULTON ST,-122.423355144447,37.7787466492059,"(37.7787466492059, -122.423355144447)",15031675503014
150316830,WARRANTS,WARRANT ARREST,Saturday,04/11/2015,15:00,PARK,"ARREST, BOOKED",1200 Block of HAIGHT ST,-122.442678874433,37.7706061352855,"(37.7706061352855, -122.442678874433)",15031683063010
156086900,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,15:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",15608690006244
150316965,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,04/11/2015,14:50,NORTHERN,NONE,3400 Block of BAKER ST,-122.44688679048,37.8028187554402,"(37.8028187554402, -122.44688679048)",15031696506154
150316608,DRUG/NARCOTIC,POSSESSION OF HEROIN,Saturday,04/11/2015,14:36,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.414081138014,37.7832767266062,"(37.7832767266062, -122.414081138014)",15031660816100
150316608,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,04/11/2015,14:36,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.414081138014,37.7832767266062,"(37.7832767266062, -122.414081138014)",15031660816650
150316608,OTHER OFFENSES,RESISTING ARREST,Saturday,04/11/2015,14:36,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.414081138014,37.7832767266062,"(37.7832767266062, -122.414081138014)",15031660827170
150316307,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,04/11/2015,14:30,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.388379873919,37.7833104067015,"(37.7833104067015, -122.388379873919)",15031630706154
156089158,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,04/11/2015,14:30,BAYVIEW,NONE,700 Block of RHODEISLAND ST,-122.402071298246,37.760304992452,"(37.760304992452, -122.402071298246)",15608915806374
156086938,NON-CRIMINAL,LOST PROPERTY,Saturday,04/11/2015,14:30,PARK,NONE,MASONIC AV / ANZA ST,-122.447517523122,37.7810694335442,"(37.7810694335442, -122.447517523122)",15608693871000
150317054,LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,04/11/2015,14:30,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869,"(37.8084350175869, -122.410774214375)",15031705406314
156086609,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,04/11/2015,14:30,CENTRAL,NONE,BEACH ST / THE EMBARCADERONORTH ST,-122.40905521632,37.8081099573456,"(37.8081099573456, -122.40905521632)",15608660906372
156086922,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,14:30,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",15608692206244
150316307,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,04/11/2015,14:30,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.388379873919,37.7833104067015,"(37.7833104067015, -122.388379873919)",15031630709320
150316620,ASSAULT,THREATS AGAINST LIFE,Saturday,04/11/2015,14:10,CENTRAL,NONE,1000 Block of HYDE ST,-122.417368206741,37.7905094151595,"(37.7905094151595, -122.417368206741)",15031662019057
150316620,ASSAULT,BATTERY,Saturday,04/11/2015,14:10,CENTRAL,NONE,1000 Block of HYDE ST,-122.417368206741,37.7905094151595,"(37.7905094151595, -122.417368206741)",15031662004134
150316620,TRESPASS,TRESPASSING,Saturday,04/11/2015,14:10,CENTRAL,NONE,1000 Block of HYDE ST,-122.417368206741,37.7905094151595,"(37.7905094151595, -122.417368206741)",15031662027195
156086518,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,04/11/2015,14:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15608651806224
156088439,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/11/2015,14:00,SOUTHERN,NONE,100 Block of HAWTHORNE ST,-122.397071005597,37.7840030154412,"(37.7840030154412, -122.397071005597)",15608843906244
150331731,NON-CRIMINAL,LOST PROPERTY,Saturday,04/11/2015,14:00,RICHMOND,NONE,GREAT HY / BALBOA ST,-122.511293798596,37.775073326331,"(37.775073326331, -122.511293798596)",15033173171000
156087760,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,04/11/2015,14:00,SOUTHERN,NONE,100 Block of TOWNSEND ST,-122.391686434361,37.7797688910306,"(37.7797688910306, -122.391686434361)",15608776028150
150316846,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,04/11/2015,14:00,TENDERLOIN,NONE,POWELL ST / GEARY ST,-122.408231026261,37.787359494956,"(37.787359494956, -122.408231026261)",15031684606113
